Country Name;Indicator Name;Indicator Code;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013
Arab World;Enrolment in lower secondary education, public institutions, both sexes (number);UIS.E.2.PU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arab World;Enrolment in primary education, both sexes (number);SE.PRM.ENRL;35537204.0;36066416.0;36680744.0;37429284.0;37269304.0;37694496.0;39704440.0;40291296.0;40699256.0;41259512.0;41168616.0;41869932.0;42146684.0;43516840.0;43670856.0
Arab World;Enrolment in primary education, private institutions, both sexes (number);UIS.E.1.PR;1995611.5;2086433.75;2213531.75;2279630.75;2290747.5;2305283.25;2511450.25;2696622.0;2858745.25;2979639.75;3106719.75;3264744.5;3294026.75;3654905.5;3842751.5
Arab World;Enrolment in primary education, public institutions, both sexes (number);UIS.E.1.PU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arab World;Enrolment in secondary education, both sexes (number);SE.SEC.ENRL;22401506.0;23327780.0;24269890.0;25103926.0;26749102.0;27787388.0;28104998.0;28306528.0;28494384.0;28935106.0;29572506.0;30134376.0;31299786.0;31811146.0;31250596.0
Arab World;Enrolment in secondary education, private institutions, both sexes (number);UIS.E.23.PR;1513999.375;1561874.0;1566668.25;1574930.5;1682391.625;1712107.75;1783315.125;1866624.375;1956765.375;2087888.625;2097570.0;2182373.25;2327964.25;2454828.5;2514027.75
Arab World;Enrolment in secondary education, public institutions, both sexes (number);UIS.E.23.PU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arab World;Enrolment in tertiary education, all programmes, both sexes (number);SE.TER.ENRL;4875952.5;5089853.5;5400639.0;5798696.5;5955514.0;6465715.0;6899156.0;7214648.0;7588664.0;8006891.5;8382284.5;8715273.0;8594488.0;9147083.0;9688632.0
Arab World;Enrolment in tertiary education, ISCED 5 programmes, both sexes (number);UIS.E.5.B;530284.5625;514876.6875;499920.46875;510180.875;567751.0;616000.4375;625826.6875;674317.6875;721347.25;761526.1875;798268.0625;804539.3125;800693.4375;824169.25;949981.75
Arab World;Enrolment in tertiary education, ISCED 8 programmes, both sexes (number);UIS.E.8;60745.0078125;64626.03125;74823.0390625;78715.5546875;87888.9453125;104018.4453125;94370.0703125;97503.8515625;97245.9453125;101959.34375;107276.0703125;109315.6953125;112836.6640625;113243.2734375;122798.734375
Arab World;Enrolment in upper secondary education, both sexes (number);UIS.E.3;8190411.5;8554936.0;9096402.0;9393456.0;10186518.0;10747476.0;10739526.0;10700082.0;10374816.0;10302864.0;10178768.0;10644779.0;11620177.0;12027609.0;12021613.0
Arab World;Enrolment in upper secondary education, private institutions, both sexes (number);UIS.E.3.PR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arab World;Enrolment in upper secondary education, public institutions, both sexes (number);UIS.E.3.PU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arab World;Expenditure on education as % of total government expenditure (%);SE.XPD.TOTL.GB.ZS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arab World;Illiterate population, 25-64 years, both sexes (number);UIS.ILLPOP.AG25T64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arab World;Internet users (per 100 people);IT.NET.USER.P2;0.5985821496242211;1.13954112251628;1.5612881698882;2.69306101334257;3.64588078277356;7.006812460960631;8.39314172532196;11.654647914905802;14.2059022369738;18.5935311754275;22.973688644708098;26.7472508954194;29.7077613854283;34.0142239578168;36.8686015566291
Arab World;Labor force, total;SL.TLF.TOTL.IN;81067140.0;83092143.0;84874688.0;87054678.0;90460552.0;93963406.0;97367890.0;100058407.0;104210720.0;107852889.0;111213419.0;114853248.0;118333067.0;121711517.0;125367679.0
Arab World;Literacy rate, population 25-64 years, both sexes (%);UIS.LR.AG25T64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arab World;Mortality rate, under-5 (per 1,000);SH.DYN.MORT;62.097909568468104;60.3170390046195;58.5106770144506;56.6742249185542;54.87460581461289;53.0557192461753;51.2860314121106;49.5513448294428;47.832072907926396;46.19383311874479;44.6322815256474;43.2112629277157;41.92477873808;40.754734533798704;39.628376254929
Arab World;Population growth (annual %);SP.POP.GROW;2.01675892896114;2.07729878932075;2.1370642706353404;2.18272657786025;2.21449722578943;2.2724833330628704;2.31147180357256;2.35662665710852;2.38634362458832;2.38113607067056;2.3235762982514703;2.2307862590515297;2.12804827611173;2.06387394423575;2.0125698247382804
Arab World;Prevalence of HIV, total (% of population ages 15-49);SH.DYN.AIDS.ZS;0.126817663611261;0.12795290956300698;0.128708900668688;0.129106566510939;0.14325645369703;0.139627430723297;0.139399238963053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Arab World;Pupil-teacher ratio in lower secondary education (headcount basis);UIS.PTRHC.2;19.2490501403809;19.237060546875;19.1722297668457;19.329610824585;18.6667804718018;18.649959564209002;18.2724494934082;17.9139308929443;17.475830078125;17.2040596008301;17.168260574340803;17.5465297698975;16.5366992950439;16.418119430542;16.8116607666016
Arab World;Pupil-teacher ratio in primary education (headcount basis);SE.PRM.ENRL.TC.ZS;23.037189483642603;22.5627593994141;22.167579650878896;22.054819107055696;21.773799896240202;21.539979934692397;21.9117107391357;21.683969497680696;21.6025199890137;21.334890365600604;21.497440338134798;21.5435905456543;20.0823993682861;19.969469070434602;20.305139541626
Arab World;Pupil-teacher ratio in tertiary education (headcount basis);UIS.PTRHC.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arab World;Teachers in lower secondary education, both sexes (number);UIS.T.2;738274.9375;767936.8125;791430.75;812766.9375;887276.125;913670.3125;950363.9375;982835.5625;1036835.5625;1083014.5;1129627.25;1110738.0;1190056.75;1204982.125;1143788.75
Arab World;Teachers in primary education, both sexes (number);SE.PRM.TCHR;1542601.75;1598493.25;1654702.25;1697101.875;1711657.875;1749978.25;1812018.875;1858114.75;1884005.25;1933898.5;1915047.0;1943498.5;2098688.0;2179168.0;2150728.75
Arab World;Teachers in secondary education, both sexes (number);SE.SEC.TCHR;1346240.25;1400166.375;1453538.5;1489231.875;1588326.875;1638347.125;1697316.25;1759911.25;1827161.625;1894666.5;1969710.625;1961701.375;2064619.625;2129246.5;2070002.625
Arab World;Teachers in tertiary education programmes, both sexes (number);SE.TER.TCHR;196584.8125;203408.96875;211778.09375;228163.1875;230443.5625;261968.40625;279058.53125;289917.3125;307219.09375;321690.21875;339184.3125;360694.96875;356590.4375;381161.9375;410568.6875
Arab World;Teachers in upper secondary education, both sexes (number);UIS.T.3;607965.25;632229.5;662107.8125;676464.9375;701050.8125;724676.75;746952.375;777075.75;790326.125;811652.0625;840083.3125;850963.3125;874562.875;924264.4375;926213.875
Arab World;Unemployment, female (% of female labor force);SL.UEM.TOTL.FE.ZS;20.438312680995104;22.2036210552349;22.1809152498655;22.3900511403227;22.4135436842447;21.0020896377518;21.573827916325303;20.0906917770472;18.8533313252525;18.7221556047094;19.1586575866841;19.4294764198707;21.2125905383781;21.520927196933698;21.4521901676348
Arab World;Unemployment, male (% of male labor force);SL.UEM.TOTL.MA.ZS;10.605181282201999;11.3238863640908;11.1021680071437;11.132939564960699;11.699003489545698;11.1945454755339;9.668646688855311;9.00225859060042;8.74747403014115;8.278897764621169;7.913274164562861;7.861560066458731;8.61899253624679;8.64337087480125;8.55814952449726
Arab World;Unemployment, total (% of total labor force);SL.UEM.TOTL.ZS;12.6967673794294;13.6306370047187;13.4303068896978;13.463149126154198;13.9670746980352;13.273627200952498;12.219956472310901;11.3989498049174;10.969830934107199;10.570016150578;10.3812221945697;10.404388643354501;11.3996056195789;11.5056686415672;11.413681195620999
Arab World;Youth illiterate population, 15-24 years, both sexes (number);UIS.LP.AG15T24;10796478.0;10796478.0;10796478.0;10796478.0;10796478.0;10796478.0;7794425.0;7794425.0;7794425.0;7794425.0;7794425.0;7794425.0;7794425.0;7794425.0;7794425.0
Arab World;Youth literacy rate, population 15-24 years, both sexes (%);SE.ADT.1524.LT.ZS;81.5449447631836;81.5449447631836;81.5449447631836;81.5449447631836;81.5449447631836;81.5449447631836;88.9646987915039;88.9646987915039;88.9646987915039;88.9646987915039;88.9646987915039;88.9646987915039;88.9646987915039;88.9646987915039;88.9646987915039
East Asia & Pacific;All staff compensation as % of total expenditure in lower secondary public institutions (%);UIS.XSPENDP.2.FDPUB.FNS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;All staff compensation as % of total expenditure in primary public institutions (%);UIS.XSPENDP.1.FDPUB.FNS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;All staff compensation as % of total expenditure in public institutions (%);UIS.XSPENDP.FDPUB.FNS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;All staff compensation as % of total expenditure in secondary public institutions (%);UIS.XSPENDP.23.FDPUB.FNS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;All staff compensation as % of total expenditure in tertiary public institutions (%);UIS.XSPENDP.56.FDPUB.FNS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;All staff compensation as % of total expenditure in upper secondary public institutions (%);UIS.XSPENDP.3.FDPUB.FNS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Capital expenditure as % of total expenditure in lower secondary public institutions (%);UIS.XSPENDP.2.FDPUB.FNCAP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Capital expenditure as % of total expenditure in primary public institutions (%);UIS.XSPENDP.1.FDPUB.FNCAP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Capital expenditure as % of total expenditure in public institutions (%);UIS.XSPENDP.FDPUB.FNCAP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Capital expenditure as % of total expenditure in secondary public institutions (%);UIS.XSPENDP.23.FDPUB.FNCAP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Capital expenditure as % of total expenditure in tertiary public institutions (%);UIS.XSPENDP.56.FDPUB.FNCAP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Capital expenditure as % of total expenditure in upper-secondary public institutions (%);UIS.XSPENDP.3.FDPUB.FNCAP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Current expenditure other than staff compensation as % of total expenditure in lower secondary public institutions (%);UIS.XSPENDP.2.FDPUB.FNNONS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Current expenditure other than staff compensation as % of total expenditure in primary public institutions (%);UIS.XSPENDP.1.FDPUB.FNNONS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Current expenditure other than staff compensation as % of total expenditure in public institutions (%);UIS.XSPENDP.FDPUB.FNNONS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Current expenditure other than staff compensation as % of total expenditure in secondary public institutions (%);UIS.XSPENDP.23.FDPUB.FNNONS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Current expenditure other than staff compensation as % of total expenditure in tertiary public institutions (%);UIS.XSPENDP.56.FDPUB.FNNONS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Current expenditure other than staff compensation as % of total expenditure in upper secondary public institutions (%);UIS.XSPENDP.3.FDPUB.FNNONS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Elderly illiterate population, 65+ years, both sexes (number);UIS.LP.AG65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Elderly literacy rate, population 65+ years, both sexes (%);UIS.LR.AG65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Enrolment in lower secondary education, both sexes (number);UIS.E.2;89264656.0;92967680.0;97829568.0;101465408.0;104387656.0;104767008.0;103100096.0;100652832.0;99281648.0;96474672.0;95096448.0;93911944.0;92244648.0;90044552.0;87901352.0
East Asia & Pacific;Enrolment in lower secondary education, private institutions, both sexes (number);UIS.E.2.PR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Enrolment in lower secondary education, public institutions, both sexes (number);UIS.E.2.PU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Enrolment in primary education, both sexes (number);SE.PRM.ENRL;225972752.0;222687760.0;216037232.0;211884320.0;207750576.0;212211264.0;197820768.0;192977760.0;191767200.0;189739536.0;187646544.0;185670000.0;184710304.0;185012080.0;184159808.0
East Asia & Pacific;Enrolment in primary education, private institutions, both sexes (number);UIS.E.1.PR;10182412.0;9783817.0;10138626.0;10510804.0;10893217.0;11519845.0;11616826.0;11726988.0;12867353.0;12700347.0;13237978.0;13691047.0;14281937.0;14822088.0;15350675.0
East Asia & Pacific;Enrolment in primary education, public institutions, both sexes (number);UIS.E.1.PU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Enrolment in secondary education, both sexes (number);SE.SEC.ENRL;132551240.0;137120400.0;142236000.0;147389600.0;153615632.0;158087248.0;159636672.0;160846640.0;163689008.0;163093056.0;163384176.0;162608224.0;161644832.0;159734416.0;159612656.0
East Asia & Pacific;Enrolment in secondary education, private institutions, both sexes (number);UIS.E.23.PR;0.0;0.0;19867994.0;19854582.0;21118212.0;0.0;21741782.0;22136218.0;24742756.0;24436766.0;25438348.0;25573314.0;26340070.0;26729066.0;25748354.0
East Asia & Pacific;Enrolment in secondary education, public institutions, both sexes (number);UIS.E.23.PU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Enrolment in tertiary education, all programmes, both sexes (number);SE.TER.ENRL;23673498.0;25257460.0;27801408.0;31201856.0;34750952.0;38188188.0;41180440.0;44216108.0;46898368.0;49295048.0;52677596.0;55233632.0;56584732.0;58874208.0;60916176.0
East Asia & Pacific;Enrolment in tertiary education, ISCED 5 programmes, both sexes (number);UIS.E.5.B;7703021.0;8117338.5;8854348.0;10173634.0;12265582.0;13788209.0;14546588.0;15665137.0;16347946.0;16634179.0;17889368.0;18929070.0;18756950.0;18831372.0;19049508.0
East Asia & Pacific;Enrolment in tertiary education, ISCED 8 programmes, both sexes (number);UIS.E.8;256290.9375;278332.40625;300040.03125;341007.25;377779.96875;415735.75;445374.40625;479659.75;515194.875;545399.0625;580452.6875;619154.3125;619100.5;622019.3125;638514.6875
East Asia & Pacific;Enrolment in upper secondary education, both sexes (number);UIS.E.3;43286580.0;44152716.0;44406428.0;45924196.0;49227972.0;53320240.0;56536580.0;60193804.0;64407352.0;66618384.0;68287736.0;68696280.0;69400192.0;69689864.0;71711304.0
East Asia & Pacific;Enrolment in upper secondary education, private institutions, both sexes (number);UIS.E.3.PR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Enrolment in upper secondary education, public institutions, both sexes (number);UIS.E.3.PU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Expenditure on education as % of total government expenditure (%);SE.XPD.TOTL.GB.ZS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Illiterate population, 25-64 years, both sexes (number);UIS.ILLPOP.AG25T64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Internet users (per 100 people);IT.NET.USER.P2;3.40640827418481;5.59267987619975;7.25216610885268;8.99358781820125;10.547243645707901;12.596964208773699;14.6663590411098;16.6178275669865;20.7665234457067;25.2535662134479;29.513197608660803;34.2308383100865;37.365155967458;40.709345490799606;44.577349432458604
East Asia & Pacific;Labor force, total;SL.TLF.TOTL.IN;1100114755.0;1116154196.0;1128551783.0;1140526843.0;1152365735.0;1163800038.0;1175049608.0;1184879882.0;1195135186.0;1204078834.0;1211963381.0;1218239859.0;1227079383.0;1234015667.0;1240314210.0
East Asia & Pacific;Literacy rate, population 25-64 years, both sexes (%);UIS.LR.AG25T64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Mortality rate, under-5 (per 1,000);SH.DYN.MORT;42.030133232177896;39.9890453138811;37.820839562818605;35.6096034074235;33.4451599412246;32.3129162225689;29.4438841961593;27.6882563347679;26.0481695057941;25.2489609213245;23.244876921510603;21.986152925753398;20.881182544420003;19.7978691741913;18.820173797222303
East Asia & Pacific;Population growth (annual %);SP.POP.GROW;1.00526927261116;0.947782446861268;0.905178058721717;0.84984418084187;0.804133851120483;0.7724496398025021;0.756092935073866;0.741996499645808;0.70790303685402;0.7128323301924839;0.6884280102933361;0.675723907535811;0.668430882488622;0.678830609600496;0.6764621380003462
East Asia & Pacific;Prevalence of HIV, total (% of population ages 15-49);SH.DYN.AIDS.ZS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Pupil-teacher ratio in lower secondary education (headcount basis);UIS.PTRHC.2;18.3439903259277;18.5557804107666;19.1066608428955;18.9639205932617;19.7271499633789;19.2491092681885;18.4260501861572;17.5467205047607;17.1047096252441;16.459039688110398;16.2235908508301;15.7817602157593;15.66748046875;15.4274997711182;14.8771295547485
East Asia & Pacific;Pupil-teacher ratio in primary education (headcount basis);SE.PRM.ENRL.TC.ZS;24.3378791809082;23.821439743042003;23.163709640502898;22.5154705047607;21.941480636596697;20.987239837646502;20.220859527587898;19.6537704467773;19.1587696075439;19.2322597503662;18.768850326538104;18.416330337524396;18.3168697357178;18.281909942627;17.7901592254639
East Asia & Pacific;Pupil-teacher ratio in tertiary education (headcount basis);UIS.PTRHC.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Teachers in lower secondary education, both sexes (number);UIS.T.2;4866154.0;5010174.0;5120183.0;5350444.5;5291572.0;5442695.0;5595346.0;5736276.5;5804346.5;5861499.5;5861616.5;5950665.5;5887651.5;5836628.0;5908489.5
East Asia & Pacific;Teachers in primary education, both sexes (number);SE.PRM.TCHR;9284815.0;9348206.0;9326537.0;9410611.0;9468393.0;10111441.0;9783006.0;9818865.0;10009370.0;9865690.0;9997762.0;10081813.0;10084161.0;10119954.0;10351777.0
East Asia & Pacific;Teachers in secondary education, both sexes (number);SE.SEC.TCHR;7717042.0;7759354.5;7615846.5;7955794.5;8345169.0;8652231.0;8939398.0;9271033.0;9852468.0;10088072.0;10177091.0;10318120.0;10149207.0;10177478.0;10038305.0
East Asia & Pacific;Teachers in tertiary education programmes, both sexes (number);SE.TER.TCHR;1657345.625;1700429.0;1802548.875;1965653.125;2056411.125;2185559.25;2804793.25;2751601.75;2925406.5;3114906.25;3040675.25;3167902.25;3236809.0;3293407.5;3416016.25
East Asia & Pacific;Teachers in upper secondary education, both sexes (number);UIS.T.3;2850888.0;2749180.5;2495663.75;2605350.0;3053597.0;3209536.25;3344052.25;3534756.0;4048122.0;4226572.5;4315474.0;4367454.0;4261555.5;4340850.5;4129815.0
East Asia & Pacific;Unemployment, female (% of female labor force);SL.UEM.TOTL.FE.ZS;4.22630185604996;4.12128225718555;4.47996504086775;4.43166392454473;4.5165249938975;4.470951783739009;4.301632425905201;4.199826475104549;3.8689194480699403;4.108024117232911;4.07772855353433;3.99535726630951;3.9882800560986;3.9152739223084803;3.8806382155488395
East Asia & Pacific;Unemployment, male (% of male labor force);SL.UEM.TOTL.MA.ZS;5.12398873126306;4.957954446272059;5.152018485026691;5.14190424179882;5.04271221889956;5.04889204050781;4.90455837014382;4.66879195381453;4.43505651785682;4.76894123708605;4.84189027599312;4.62084748087597;4.68840624501005;4.677672520610139;4.72110321166559
East Asia & Pacific;Unemployment, total (% of total labor force);SL.UEM.TOTL.ZS;4.75604280084517;4.59055545074483;4.818087355441531;4.8242992281338095;4.802474472357559;4.7864362929189;4.63339063284605;4.466058231169071;4.1876083740346495;4.50865575472687;4.5402294767634;4.36941857328722;4.37136422946724;4.335263171829601;4.35234954851156
East Asia & Pacific;Youth illiterate population, 15-24 years, both sexes (number);UIS.LP.AG15T24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific;Youth literacy rate, population 15-24 years, both sexes (%);SE.ADT.1524.LT.ZS;98.0113906860352;98.0113906860352;98.0113906860352;98.0113906860352;98.0113906860352;98.0113906860352;99.00440216064449;99.00440216064449;99.00440216064449;99.00440216064449;99.00440216064449;99.00440216064449;99.00440216064449;99.00440216064449;99.00440216064449
East Asia & Pacific (excluding high income);All staff compensation as % of total expenditure in lower secondary public institutions (%);UIS.XSPENDP.2.FDPUB.FNS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);All staff compensation as % of total expenditure in primary public institutions (%);UIS.XSPENDP.1.FDPUB.FNS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);All staff compensation as % of total expenditure in public institutions (%);UIS.XSPENDP.FDPUB.FNS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);All staff compensation as % of total expenditure in secondary public institutions (%);UIS.XSPENDP.23.FDPUB.FNS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);All staff compensation as % of total expenditure in tertiary public institutions (%);UIS.XSPENDP.56.FDPUB.FNS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);All staff compensation as % of total expenditure in upper secondary public institutions (%);UIS.XSPENDP.3.FDPUB.FNS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);Capital expenditure as % of total expenditure in lower secondary public institutions (%);UIS.XSPENDP.2.FDPUB.FNCAP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);Capital expenditure as % of total expenditure in primary public institutions (%);UIS.XSPENDP.1.FDPUB.FNCAP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);Capital expenditure as % of total expenditure in public institutions (%);UIS.XSPENDP.FDPUB.FNCAP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);Capital expenditure as % of total expenditure in secondary public institutions (%);UIS.XSPENDP.23.FDPUB.FNCAP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);Capital expenditure as % of total expenditure in tertiary public institutions (%);UIS.XSPENDP.56.FDPUB.FNCAP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);Capital expenditure as % of total expenditure in upper-secondary public institutions (%);UIS.XSPENDP.3.FDPUB.FNCAP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);Current expenditure other than staff compensation as % of total expenditure in lower secondary public institutions (%);UIS.XSPENDP.2.FDPUB.FNNONS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);Current expenditure other than staff compensation as % of total expenditure in primary public institutions (%);UIS.XSPENDP.1.FDPUB.FNNONS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);Current expenditure other than staff compensation as % of total expenditure in public institutions (%);UIS.XSPENDP.FDPUB.FNNONS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);Current expenditure other than staff compensation as % of total expenditure in secondary public institutions (%);UIS.XSPENDP.23.FDPUB.FNNONS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
East Asia & Pacific (excluding high income);Current expenditure other than staff compensation as % of total expenditure in tertiary public institutions (%);UIS.XSPENDP.56.FDPUB.FNNONS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
